etag,id.kind,id.videoId,kind,snippet.channelId,snippet.channelTitle,snippet.description,snippet.liveBroadcastContent,snippet.publishTime,snippet.publishedAt,snippet.thumbnails.default.height,snippet.thumbnails.default.url,snippet.thumbnails.default.width,snippet.thumbnails.high.height,snippet.thumbnails.high.url,snippet.thumbnails.high.width,snippet.thumbnails.medium.height,snippet.thumbnails.medium.url,snippet.thumbnails.medium.width,snippet.title,primary_key
uAh4RiD5_JDh5oqgdHGpJB4BeNo,youtube#video,nbF-5vWvJFk,youtube#searchResult,UCQC_OUT0ssRFrVeNnGSJh_A,CANAL CINESHOW,"Seja bem vindos a mais uma live do Canal Cineshow. Segue o cronograma dos assuntos que falaremos hoje, AO VIVO: 16:h ...",none,2022-09-05T08:31:36Z,2022-09-05T08:31:36Z,90,https://i.ytimg.com/vi/nbF-5vWvJFk/default.jpg,120,360,https://i.ytimg.com/vi/nbF-5vWvJFk/hqdefault.jpg,480,180,https://i.ytimg.com/vi/nbF-5vWvJFk/mqdefault.jpg,320,Taylor Swift em ‘Cruella 2’; Novelas latinas na VIX TV; Rock In Rio DE GRAÇA no Globoplay | CINESHOW,taylor swift
qdtG4_xuV7r4abJBaVBTl-a8_sw,youtube#video,oOrwar5m7jQ,youtube#searchResult,UCk_qJaMuCYIRE2VueD0aECA,MikeLive1285,taylorswift #live #covers.,none,2022-09-01T16:33:33Z,2022-09-01T16:33:33Z,90,https://i.ytimg.com/vi/oOrwar5m7jQ/default.jpg,120,360,https://i.ytimg.com/vi/oOrwar5m7jQ/hqdefault.jpg,480,180,https://i.ytimg.com/vi/oOrwar5m7jQ/mqdefault.jpg,320,Lets Talk about Midnights - LIVE Taylor Swift covers 8/31/22,taylor swift
wu4IojoiS4Y-sLeI7RqqPdOlXTw,youtube#video,W6yTbkmYtog,youtube#searchResult,UCLmfKv-__8gcPO7vSu5EwgQ,Female Rap Elite,,none,2022-08-30T02:51:06Z,2022-08-30T02:51:06Z,90,https://i.ytimg.com/vi/W6yTbkmYtog/default.jpg,120,360,https://i.ytimg.com/vi/W6yTbkmYtog/hqdefault.jpg,480,180,https://i.ytimg.com/vi/W6yTbkmYtog/mqdefault.jpg,320,"Nicki Minaj &amp; The VMA’s, Taylor Swift Support, Megan Thee Stallion COMING TO MARVEL, Lil Kim Fans",taylor swift
AXS7TUZWFKjObBhj6vJlV--TCtc,youtube#video,ELSfBM4e0I4,youtube#searchResult,UCkrqEDHrKUTaGK1a_OhVtyQ,Lauren Lipman,AHHHHHHHHHHHH A NEW ERA IS UPON US!!✨ Stay tuned for a few giveaway announcements....including the gorgeous ...,none,2022-08-30T02:16:37Z,2022-08-30T02:16:37Z,90,https://i.ytimg.com/vi/ELSfBM4e0I4/default.jpg,120,360,https://i.ytimg.com/vi/ELSfBM4e0I4/hqdefault.jpg,480,180,https://i.ytimg.com/vi/ELSfBM4e0I4/mqdefault.jpg,320,TS10 IS COMING!!! Midnights - Taylor Swift New Album in October!,taylor swift
qzelsz91GaWtHJVi_M1TWrQSnnQ,youtube#video,-ZS0z5m9XrU,youtube#searchResult,UC6Br-19-oEPdHUvV4WKCMKg,Gabriel Mahalem,BritneySpears #TaylorSwift #Midnights #Anitta #BLACKPINK #NickiMinaj #LilNasX #Montero #IndustryBaby #DeadRightNow ...,none,2022-08-30T00:29:40Z,2022-08-30T00:29:40Z,90,https://i.ytimg.com/vi/-ZS0z5m9XrU/default.jpg,120,360,https://i.ytimg.com/vi/-ZS0z5m9XrU/hqdefault.jpg,480,180,https://i.ytimg.com/vi/-ZS0z5m9XrU/mqdefault.jpg,320,"O ÁUDIO DA BRITNEY, TAYLOR SWIFT E MIDNIGHTS, BILLBOARD ENALTECE ANITTA, BLACKPINK E NICKI E MAIS!",taylor swift
aVi_JEZD0Fo8SRVDJK9I6t7ISlQ,youtube#video,rHZaoOIr3J4,youtube#searchResult,UCHLYyY0YZcI2Bnp449sBjtw,Fightful Overbooked,"Jeremy Lambert (@jeremylambert88) and SP3 (@TruHeelSP3) chat about Taylor Swift announcing her new album, the Lakers ...",none,2022-08-29T14:10:35Z,2022-08-29T14:10:35Z,90,https://i.ytimg.com/vi/rHZaoOIr3J4/default.jpg,120,360,https://i.ytimg.com/vi/rHZaoOIr3J4/hqdefault.jpg,480,180,https://i.ytimg.com/vi/rHZaoOIr3J4/mqdefault.jpg,320,"New Taylor Swift Album, Patrick Beverley And Russell Westbrook, Kevin Durant Staying | FMC",taylor swift
z3iwF_8bbwgEtWMjULdPwCPM09s,youtube#video,AcOojoGywSI,youtube#searchResult,UC35GYq21RrAv0VqvCM0UfEg,Treta da Web,"vmas Video Music Awards 2022 com Anitta, Lizzo, Nicki Minaj e mais!",none,2022-08-29T11:51:21Z,2022-08-29T11:51:21Z,90,https://i.ytimg.com/vi/AcOojoGywSI/default.jpg,120,360,https://i.ytimg.com/vi/AcOojoGywSI/hqdefault.jpg,480,180,https://i.ytimg.com/vi/AcOojoGywSI/mqdefault.jpg,320,"MTV VMA 2022: Anitta, BLACKPINK, Taylor Swift no Red Carpet Live 🔴",taylor swift
RByXcm1CwptHi_TI16_lBH4n-FU,youtube#video,h5eT1LVKsH4,youtube#searchResult,UC6Br-19-oEPdHUvV4WKCMKg,Gabriel Mahalem,VMAs #VMA #MTVVideoMusicAwards #Anitta #Blackpink #TaylorSwift #LilNasX #JackHarlow #Lizzo #HarryStyles Na noite de ...,none,2022-08-29T03:32:16Z,2022-08-29T03:32:16Z,90,https://i.ytimg.com/vi/h5eT1LVKsH4/default.jpg,120,360,https://i.ytimg.com/vi/h5eT1LVKsH4/hqdefault.jpg,480,180,https://i.ytimg.com/vi/h5eT1LVKsH4/mqdefault.jpg,320,"VMA 2022 | ANITTA, BLACKPINK, TAYLOR SWIFT E MUITO MAIS!! - COMENTANDO AO VIVO!",taylor swift
iiOw7U2u4K3hgzC4xrMmFl67z40,youtube#video,Z8pxLGSElyk,youtube#searchResult,UCxAICW_LdkfFYwTqTHHE0vg,MTV,"Join us for a live look at the 2022 Video Music Awards Red Carpet along with hosts Nessa, Kevan Kenney and appearance by ...",none,2022-08-29T00:07:03Z,2022-08-29T00:07:03Z,90,https://i.ytimg.com/vi/Z8pxLGSElyk/default.jpg,120,360,https://i.ytimg.com/vi/Z8pxLGSElyk/hqdefault.jpg,480,180,https://i.ytimg.com/vi/Z8pxLGSElyk/mqdefault.jpg,320,2022 Video Music Awards LIVE Red Carpet ✨,taylor swift
4V-od7gy0Z7MopbuCFsM6jHhbYI,youtube#video,FbbRJC1FAgE,youtube#searchResult,UCdt0GYPfoQdIZTiqH4CDBaw,Top Music Attorney,"In Friday's episode of the Top Music Attorney Podcast, Entertainment Attorney, Miss Krystle, and Show/Music Producer, That Orko ...",none,2022-08-27T15:19:43Z,2022-08-27T15:19:43Z,90,https://i.ytimg.com/vi/FbbRJC1FAgE/default.jpg,120,360,https://i.ytimg.com/vi/FbbRJC1FAgE/hqdefault.jpg,480,180,https://i.ytimg.com/vi/FbbRJC1FAgE/mqdefault.jpg,320,Taylor Swift Sued.. AGAIN | Kanye West Files WEIRD Trademark | Music Business Podcast,taylor swift
Kf-L7R2hI-sTRxEJRhOOAV97edQ,youtube#video,UZPqHygikl0,youtube#searchResult,UC_-vx1Sk4GxcssNSxR_SaJA,Boss Attorney Bri,Will Taylor Swift ever stop (allegedly) stealing other people's ideas. Will Nike ever stop suing copycats? Join this breakdown of ...,none,2022-08-26T13:30:08Z,2022-08-26T13:30:08Z,90,https://i.ytimg.com/vi/UZPqHygikl0/default.jpg,120,360,https://i.ytimg.com/vi/UZPqHygikl0/hqdefault.jpg,480,180,https://i.ytimg.com/vi/UZPqHygikl0/mqdefault.jpg,320,Taylor Swift Copied LOVER Nike Fighting for Trademark protection,taylor swift
uLWHqDyeLQpeoHQmr4kXjfmRZu4,youtube#video,RtD60FqANIQ,youtube#searchResult,UCE-laOeM9gLfTcWF4HRBPpA,Emily D. Baker,"VanessaBryant #KobeBryant #hamilton The Docket 0:00 Welcome 5:46 FN Meka 26:09 Hamilton Win 44:30 Taylor Swift Sued, ...",none,2022-08-25T18:44:43Z,2022-08-25T18:44:43Z,90,https://i.ytimg.com/vi/RtD60FqANIQ/default.jpg,120,360,https://i.ytimg.com/vi/RtD60FqANIQ/hqdefault.jpg,480,180,https://i.ytimg.com/vi/RtD60FqANIQ/mqdefault.jpg,320,"Coffee &amp; Cursey Words | Bryant Trial Verdict. Hamilton Win. Taylor Swift Sued, Again.",taylor swift
BlZFcG9iGAcjru7cs72FQcuQWR8,youtube#video,ytPAeROi1Bk,youtube#searchResult,UC93MYCm1wjFQgb-vUdJtbTw,PELIGRO DE DERRUMBE,Todos los miércoles a las 16:00hs ▻ radiobabel.com.ar ▻ twitch.tv/peligroderrumbe Seguinos en instagram y tiktok ...,none,2022-08-18T08:46:26Z,2022-08-18T08:46:26Z,90,https://i.ytimg.com/vi/ytPAeROi1Bk/default.jpg,120,360,https://i.ytimg.com/vi/ytPAeROi1Bk/hqdefault.jpg,480,180,https://i.ytimg.com/vi/ytPAeROi1Bk/mqdefault.jpg,320,"PELIGRO DE DERRUMBE - LOS DEL ESPACIO, NATHY PELUSO Y TAYLOR SWIFT PARA PRINCIPIANTES - 17/08/22",taylor swift
GelGf8dRwAL6QOF539jszrFGOxc,youtube#video,0mf0MR6ySzQ,youtube#searchResult,UCk_qJaMuCYIRE2VueD0aECA,MikeLive1285,taylorswift #live #covers.,none,2022-08-17T15:56:18Z,2022-08-17T15:56:18Z,90,https://i.ytimg.com/vi/0mf0MR6ySzQ/default.jpg,120,360,https://i.ytimg.com/vi/0mf0MR6ySzQ/hqdefault.jpg,480,180,https://i.ytimg.com/vi/0mf0MR6ySzQ/mqdefault.jpg,320,LIVE Taylor Swift Covers 8/16/2022,taylor swift
2omk1NITfBZXrTbW0yMjKpQ19e8,youtube#video,DEziKu9I1P8,youtube#searchResult,UCgdWD_B9-IrSVqn2Vi9lnCQ,Wolf Songs,Se curtiu esse conteúdo se inscreve e compartilhe. Taylor Swift Top 20 Songs - Taylor Swift Playlist 2022 Taylor Swift Top 20 ...,none,2022-08-17T00:52:28Z,2022-08-17T00:52:28Z,90,https://i.ytimg.com/vi/DEziKu9I1P8/default.jpg,120,360,https://i.ytimg.com/vi/DEziKu9I1P8/hqdefault.jpg,480,180,https://i.ytimg.com/vi/DEziKu9I1P8/mqdefault.jpg,320,Work Station #20 - Taylor Swift Top 20 Songs - Taylor Swift Playlist 2022 - Wolf Songs🎧🔥 - Playlist,taylor swift
1RsbqKoaWuEd7HBV_Iidzg7sqQY,youtube#video,e2G2QbbBM_Y,youtube#searchResult,UCNpecAESE5P2_z6zo4SAC8A,Top Music Internacionais,"New Songs 2022   ADELE, Maroon 5, Bilie Eilish, Taylor Swift, Sam Smith, Rihana, Camila Cabello #TopSongs2022 #PopSongs ...",none,2022-08-13T00:17:27Z,2022-08-13T00:17:27Z,90,https://i.ytimg.com/vi/e2G2QbbBM_Y/default.jpg,120,360,https://i.ytimg.com/vi/e2G2QbbBM_Y/hqdefault.jpg,480,180,https://i.ytimg.com/vi/e2G2QbbBM_Y/mqdefault.jpg,320,"New Songs 2022🎀 ADELE, Maroon 5, Bilie Eilish, Taylor Swift, Sam Smith, Rihana, Camila Cabello",taylor swift
L3V2aPUGawiVZW-YADd7cT0x-_A,youtube#video,YvaiTypDMhk,youtube#searchResult,UColBLS21y3-TIDVGpFzE3xA,Music Library,"Top Songs of 2021 2022 - ADELE, Maroon 5, Bilie Eilish, Taylor Swift, Sam Smith, Rihana, Doja Cat ▽ Follow Channel: ©Music ...",none,2022-08-11T16:39:06Z,2022-08-11T16:39:06Z,90,https://i.ytimg.com/vi/YvaiTypDMhk/default.jpg,120,360,https://i.ytimg.com/vi/YvaiTypDMhk/hqdefault.jpg,480,180,https://i.ytimg.com/vi/YvaiTypDMhk/mqdefault.jpg,320,"Top Songs of 2021 2022 - ADELE, Maroon 5, Bilie Eilish, Taylor Swift, Sam Smith, Rihana, Doja Cat",taylor swift
TKNUy-2hxgHMvW4sKtf_2NO-x4c,youtube#video,s8gibwzmXnY,youtube#searchResult,UC36ije9m-bHM4f_Mir0ZGQg,Vaudacity Network,"Amanda Benjamin sings your requests live! Each episode has a new theme; she'll sing pop, rock, musical theater, Disney, oldies, ...",none,2022-08-11T04:34:39Z,2022-08-11T04:34:39Z,90,https://i.ytimg.com/vi/s8gibwzmXnY/default.jpg,120,360,https://i.ytimg.com/vi/s8gibwzmXnY/hqdefault.jpg,480,180,https://i.ytimg.com/vi/s8gibwzmXnY/mqdefault.jpg,320,Amanda on Demanda - Shake It Off - The Music of Taylor Swift | Episode #73,taylor swift
CB4WDvjTWLLsrzpTofmLyuA_DDM,youtube#video,vrarxUP1pww,youtube#searchResult,UCdt0GYPfoQdIZTiqH4CDBaw,Top Music Attorney,"In Tuesday's episode of the Top Music Attorney Podcast, Entertainment Attorney, Miss Krystle, and Show/Music Producer, That ...",none,2022-08-10T15:04:54Z,2022-08-10T15:04:54Z,90,https://i.ytimg.com/vi/vrarxUP1pww/default.jpg,120,360,https://i.ytimg.com/vi/vrarxUP1pww/hqdefault.jpg,480,180,https://i.ytimg.com/vi/vrarxUP1pww/mqdefault.jpg,320,Fetty Wap JAILED  | Taylor Swift&#39;s CREDIBILITY Battle Continues | Music Industry Podcast,taylor swift
B_18XvHrx6mcanmpGye-BD_sDJo,youtube#video,n1wjwNlEzEI,youtube#searchResult,UC_-vx1Sk4GxcssNSxR_SaJA,Boss Attorney Bri,Taylor Swift is still battling for her rights to her hit song Shake it Off. The Black Mafia Family (BMF) series is battling a trademark ...,none,2022-08-10T13:15:03Z,2022-08-10T13:15:03Z,90,https://i.ytimg.com/vi/n1wjwNlEzEI/default.jpg,120,360,https://i.ytimg.com/vi/n1wjwNlEzEI/hqdefault.jpg,480,180,https://i.ytimg.com/vi/n1wjwNlEzEI/mqdefault.jpg,320,Taylor Swift Claims Shake It off in Copyright Lawsuit - BMF sued for Trademark infringement,taylor swift
LoW17fUgOF03Ecn6qZBoXFB5ZAc,youtube#video,VLe13naTAF8,youtube#searchResult,UColBLS21y3-TIDVGpFzE3xA,Music Library,"トップソング 2022 - ADELE, Maroon 5, Bilie Eilish, Taylor Swift, Sam Smith, Rihana, Sia ▽ Follow Channel: ©Music Library ...",none,2022-08-05T20:50:36Z,2022-08-05T20:50:36Z,90,https://i.ytimg.com/vi/VLe13naTAF8/default.jpg,120,360,https://i.ytimg.com/vi/VLe13naTAF8/hqdefault.jpg,480,180,https://i.ytimg.com/vi/VLe13naTAF8/mqdefault.jpg,320,"トップソング 2022 - ADELE, Maroon 5, Bilie Eilish, Taylor Swift, Sam Smith, Rihana, Sia",taylor swift
hUE0Hdyl72vxbow2vNr8CE-NQps,youtube#video,q3eNHLLoj04,youtube#searchResult,UC6Br-19-oEPdHUvV4WKCMKg,Gabriel Mahalem,BritneySpears #Paramore #TaylorSwift #DemiLovato #BritneyVSSpears #Netflix #ControllingBritneySpears #Matches ...,none,2022-08-04T15:52:49Z,2022-08-04T15:52:49Z,90,https://i.ytimg.com/vi/q3eNHLLoj04/default.jpg,120,360,https://i.ytimg.com/vi/q3eNHLLoj04/hqdefault.jpg,480,180,https://i.ytimg.com/vi/q3eNHLLoj04/mqdefault.jpg,320,"BRITNEY PLANEJA ÁLBUM DE VINGANÇA? NOVOS ÁLBUNS DO PARAMORE, TAYLOR SWIFT E DEMI DIZ NÃO PRO POP!!!",taylor swift
9CkGp55TogGDvGudGV8jtb2v4xk,youtube#video,HYcsGrnyb4o,youtube#searchResult,UCk_qJaMuCYIRE2VueD0aECA,MikeLive1285,taylorswift #live #covers.,none,2022-08-03T14:59:31Z,2022-08-03T14:59:31Z,90,https://i.ytimg.com/vi/HYcsGrnyb4o/default.jpg,120,360,https://i.ytimg.com/vi/HYcsGrnyb4o/hqdefault.jpg,480,180,https://i.ytimg.com/vi/HYcsGrnyb4o/mqdefault.jpg,320,LIVE Taylor Swift Covers 8/2/2022,taylor swift
N9-28K9_tKML1fx1IFw5xccKeSQ,youtube#video,M38F5j1HqZI,youtube#searchResult,UCgblUZs08NQTsJJfXjI3N3A,Michael Yo,4 things to Know with YO 4 Hot Trending topics we go live with. Watch my new comedy special and everything YO ...,none,2022-08-03T09:57:06Z,2022-08-03T09:57:06Z,90,https://i.ytimg.com/vi/M38F5j1HqZI/default.jpg,120,360,https://i.ytimg.com/vi/M38F5j1HqZI/hqdefault.jpg,480,180,https://i.ytimg.com/vi/M38F5j1HqZI/mqdefault.jpg,320,Taylor Swift BIG GAS Problems | Kardashian HATE This | Will Smith ￼APOLOGIZES (TRENDING NOW),taylor swift
BK25ybmFt2_1AbNTA8hfF9ONGfM,youtube#video,5SO2xCv3Siw,youtube#searchResult,UCbCE2HPsjAlCgdOimNBzoug,Proyecto Puente,"Inundaciones, arroyos crecidos, casas y vehículos afectados dejan lluvias en Nogales ¡Extremen precauciones crecen arroyos y ...",none,2022-08-02T16:10:50Z,2022-08-02T16:10:50Z,90,https://i.ytimg.com/vi/5SO2xCv3Siw/default.jpg,120,360,https://i.ytimg.com/vi/5SO2xCv3Siw/hqdefault.jpg,480,180,https://i.ytimg.com/vi/5SO2xCv3Siw/mqdefault.jpg,320,🔴 EN VIVO |  Lluvia - Sonora  - Nogales - Hermosillo - AMLO - Taylor Swift - 2 Agosto,taylor swift
0aIUmiG-WapHIfSjv-yudvM6n1A,youtube#video,oOiX9X6LGac,youtube#searchResult,UCtc2KycB2DarenRrJCA55bQ,OutKick,"Tomi Lahren breaks down Taylor Swift getting backlash about her private jet's carbon footprint, is joined by the North Dakota ...",none,2022-08-01T23:30:24Z,2022-08-01T23:30:24Z,90,https://i.ytimg.com/vi/oOiX9X6LGac/default.jpg,120,360,https://i.ytimg.com/vi/oOiX9X6LGac/hqdefault.jpg,480,180,https://i.ytimg.com/vi/oOiX9X6LGac/mqdefault.jpg,320,"Taylor Swift, North Dakota Land Grabbers, MMA &amp; OnlyFans &amp; Final Thoughts on Tomi Lahren is Fearless",taylor swift
QtaWj4mCRE59iD1OJT-4CQCG-Ro,youtube#video,Ch6hD0HpuHA,youtube#searchResult,UCgEvEKgmQ-CHPIeOSaGCffw,Amala Ekpunobi: Unapologetic,"Happy Friday, guys! Today we're reacting to this week's top headlines, including America offering to release a notorious Russian ...",none,2022-07-29T23:12:49Z,2022-07-29T23:12:49Z,90,https://i.ytimg.com/vi/Ch6hD0HpuHA/default.jpg,120,360,https://i.ytimg.com/vi/Ch6hD0HpuHA/hqdefault.jpg,480,180,https://i.ytimg.com/vi/Ch6hD0HpuHA/mqdefault.jpg,320,"Taylor Swift’s Pollution, Will Smith’s AWKWARD Apology, &amp; What Is a Recession?",taylor swift
SX-QQno2Cj1rw9apGMBgscjjT2Q,youtube#video,-Fdq6Fnsot4,youtube#searchResult,UCZWlSUNDvCCS1hBiXV0zKcA,PragerU,"Happy Friday, guys! Today we're reacting to this week's top headlines, including America offering to release a notorious Russian ...",none,2022-07-29T23:06:04Z,2022-07-29T23:06:04Z,90,https://i.ytimg.com/vi/-Fdq6Fnsot4/default.jpg,120,360,https://i.ytimg.com/vi/-Fdq6Fnsot4/hqdefault.jpg,480,180,https://i.ytimg.com/vi/-Fdq6Fnsot4/mqdefault.jpg,320,"Taylor Swift’s Pollution, Will Smith’s Awkward Apology, &amp; What Is a Recession? - Unapologetic LIVE",taylor swift
u1u9QNcsQi5wA3nrnf3zDzfj_vk,youtube#video,ty-v5cKPLgQ,youtube#searchResult,UCD-RDUW9s3XpUFCYtnln87w,Desencantado Music,Canal de Tere: https://www.youtube.com/c/Teteralalala Canal de Mau: ...,none,2022-07-28T15:58:32Z,2022-07-28T15:58:32Z,90,https://i.ytimg.com/vi/ty-v5cKPLgQ/default.jpg,120,360,https://i.ytimg.com/vi/ty-v5cKPLgQ/hqdefault.jpg,480,180,https://i.ytimg.com/vi/ty-v5cKPLgQ/mqdefault.jpg,320,Adivina la canción de Taylor Swift (Guess the song),taylor swift
xKujYg-nZ8Uu79jrJXaneybQ_zI,youtube#video,nATs1y3HIq4,youtube#searchResult,UCuVkIQtwAg7YtMEDOAcBdZg,My colourful journals,,none,2022-07-24T19:43:44Z,2022-07-24T19:43:44Z,90,https://i.ytimg.com/vi/nATs1y3HIq4/default.jpg,120,360,https://i.ytimg.com/vi/nATs1y3HIq4/hqdefault.jpg,480,180,https://i.ytimg.com/vi/nATs1y3HIq4/mqdefault.jpg,320,Colour With Me #2 Me By Taylor Swift,taylor swift
Y5vHOjWZ0SQEYLyHnSXrk5AFrR4,youtube#video,m5roS166ahI,youtube#searchResult,UCLGpDrnAgJN1-k2BISLThuw,Music Collection,"Billboard hot 50 This Week - ADELE, Maroon 5, Bilie Eilish, Taylor Swift, Sam Smith, Rihana, Sia Billboard hot 50 This Week ...",none,2022-07-22T17:33:33Z,2022-07-22T17:33:33Z,90,https://i.ytimg.com/vi/m5roS166ahI/default.jpg,120,360,https://i.ytimg.com/vi/m5roS166ahI/hqdefault.jpg,480,180,https://i.ytimg.com/vi/m5roS166ahI/mqdefault.jpg,320,"Billboard hot 50 This Week - ADELE, Maroon 5, Bilie Eilish, Taylor Swift, Sam Smith, Rihana, Sia",taylor swift
_UKlFK1vefkv6xU_Wg6pdkozH0A,youtube#video,l_nmQnqmJTo,youtube#searchResult,UCYx0qoH2JJeAVNr-sF6f3-A,TOP US UK SONG,"Billboard Hot 100 This Week ADELE, Taylor Swift, Maroon 5, Ed Sheeran, The Weeknd, Rihana, Sia ♥ Help me reach ...",none,2022-07-22T04:45:43Z,2022-07-22T04:45:43Z,90,https://i.ytimg.com/vi/l_nmQnqmJTo/default.jpg,120,360,https://i.ytimg.com/vi/l_nmQnqmJTo/hqdefault.jpg,480,180,https://i.ytimg.com/vi/l_nmQnqmJTo/mqdefault.jpg,320,"Billboard Hot 100 This Week 🧢🧢🧢 ADELE, Taylor Swift, Maroon 5, Ed Sheeran, The Weeknd, Rihana, Sia",taylor swift
-2cD9CWdd4SJilOonl59nUEwB4s,youtube#video,0pk6XSFGx4U,youtube#searchResult,UCPmbaS9avBzYUbnFFteJmqg,Legends EDM Music,"Maroon 5, Adele, Ed Sheeran, Justin Bieber, Shawn Mendes, Taylor Swift, Rihanna,Sia - Top Music 2022.",none,2022-07-19T05:09:33Z,2022-07-19T05:09:33Z,90,https://i.ytimg.com/vi/0pk6XSFGx4U/default.jpg,120,360,https://i.ytimg.com/vi/0pk6XSFGx4U/hqdefault.jpg,480,180,https://i.ytimg.com/vi/0pk6XSFGx4U/mqdefault.jpg,320,"Maroon 5, Adele, Ed Sheeran, Justin Bieber, Shawn Mendes, Taylor Swift, Rihanna,Sia - Top Music 2022",taylor swift
JcphvRrvvUWxPt5Q4y4rns42M2A,youtube#video,lHYA2dwXXPY,youtube#searchResult,UC70roJy8XP_Jlu_-4Kt4f2g,Touraj G.M,"Pop Hits 2022 - Adele, Maroon 5, Ed Sheeran, Shawn Mendes, Taylor Swift, Sam Smith, Dua Lipa,Rihanna Welcome to Pop ...",none,2022-07-13T13:06:07Z,2022-07-13T13:06:07Z,90,https://i.ytimg.com/vi/lHYA2dwXXPY/default.jpg,120,360,https://i.ytimg.com/vi/lHYA2dwXXPY/hqdefault.jpg,480,180,https://i.ytimg.com/vi/lHYA2dwXXPY/mqdefault.jpg,320,"Pop  2022 - Adele, Maroon 5, Ed Sheeran, Shawn Mendes, Taylor Swift, Sam Smith, Dua Lipa,Rihanna",taylor swift
Zp2vLv8jodOTugBO3pkjBVFLbLg,youtube#video,9opGZL1_oc8,youtube#searchResult,UCYx0qoH2JJeAVNr-sF6f3-A,TOP US UK SONG,"Billboard Hot 100 All Time ADELE, Maroon 5, Bilie Eilish, Taylor Swift, Sam Smith, Rihana ♥ Help me reach 1000000 ...",none,2022-07-11T05:03:09Z,2022-07-11T05:03:09Z,90,https://i.ytimg.com/vi/9opGZL1_oc8/default.jpg,120,360,https://i.ytimg.com/vi/9opGZL1_oc8/hqdefault.jpg,480,180,https://i.ytimg.com/vi/9opGZL1_oc8/mqdefault.jpg,320,"Billboard Hot 100 All Time 🪔🪔🪔ADELE, Maroon 5, Bilie Eilish, Taylor Swift, Sam Smith, Rihana",taylor swift
MjDmxxMlNMmsOJuMUCMakGFI5l8,youtube#video,mIE0L5M6lRM,youtube#searchResult,UCYx0qoH2JJeAVNr-sF6f3-A,TOP US UK SONG,"Billboard hot 50 This Week ☕️☕️☕️ ADELE, Maroon 5, Bilie Eilish, Taylor Swift, Sam Smith, Rihana ♥ Help me reach ...",none,2022-07-10T04:51:10Z,2022-07-10T04:51:10Z,90,https://i.ytimg.com/vi/mIE0L5M6lRM/default.jpg,120,360,https://i.ytimg.com/vi/mIE0L5M6lRM/hqdefault.jpg,480,180,https://i.ytimg.com/vi/mIE0L5M6lRM/mqdefault.jpg,320,"Billboard hot 50 This Week ☕️☕️☕️ ADELE, Maroon 5, Bilie Eilish, Taylor Swift, Sam Smith, Rihana",taylor swift
UEMmjgUX4ySmsaGafmCn0989gr0,youtube#video,WX1bhIAmPY0,youtube#searchResult,UC6Br-19-oEPdHUvV4WKCMKg,Gabriel Mahalem,TaylorSwift #KateBush #RunningUpThatHill #HoundsOfLove #StrangerThings #strangerthings4 #Fearless #SpeakNow #RED ...,none,2022-07-04T16:05:04Z,2022-07-04T16:05:04Z,90,https://i.ytimg.com/vi/WX1bhIAmPY0/default.jpg,120,360,https://i.ytimg.com/vi/WX1bhIAmPY0/hqdefault.jpg,480,180,https://i.ytimg.com/vi/WX1bhIAmPY0/mqdefault.jpg,320,"STALKER INVADE CASA DE TAYLOR SWIFT, KATE BUSH RIQUÍSSIMA APÓS STRANGER THINGS 4 E RICKY MARTIN...",taylor swift
AwvTsB-Z9dlSns5_KCp_zDr7aSk,youtube#video,YMcUvmhZMI8,youtube#searchResult,UCYx0qoH2JJeAVNr-sF6f3-A,TOP US UK SONG,"Billboard hot 50 This Week ADELE, Maroon 5, Bilie Eilish, Taylor Swift, Sam Smith, Rihana, Sia ♥ Help me reach 1000000 ...",none,2022-06-23T04:44:54Z,2022-06-23T04:44:54Z,90,https://i.ytimg.com/vi/YMcUvmhZMI8/default.jpg,120,360,https://i.ytimg.com/vi/YMcUvmhZMI8/hqdefault.jpg,480,180,https://i.ytimg.com/vi/YMcUvmhZMI8/mqdefault.jpg,320,"Billboard hot 50 This Week 🍨🍨🍨 ADELE, Maroon 5, Bilie Eilish, Taylor Swift, Sam Smith, Rihana, Sia",taylor swift
CnRQ9N7mxvpbc0hAaQxs_ACNZwY,youtube#video,PtzRwHk52v0,youtube#searchResult,UCk_qJaMuCYIRE2VueD0aECA,MikeLive1285,taylorswift #live #covers.,none,2022-06-22T15:57:43Z,2022-06-22T15:57:43Z,90,https://i.ytimg.com/vi/PtzRwHk52v0/default.jpg,120,360,https://i.ytimg.com/vi/PtzRwHk52v0/hqdefault.jpg,480,180,https://i.ytimg.com/vi/PtzRwHk52v0/mqdefault.jpg,320,LIVE Taylor Swift Covers 6/21/22,taylor swift
